!Series_title	"Expression data from breast cancer FNA biopsies from patients ( (USO samples)"
"211182_x_at"	6.441319	6.405071	6.454666	6.514733	6.704796	6.836015	6.577767	6.260537	6.40657	6.634141	7.048262	6.412365	6.594459	6.495789	6.587609	6.467445	6.599983	6.541992	6.581156	6.571566	6.457043	6.931571	6.210829	6.352216	6.910937	6.364545	7.033712	6.923047	6.643318	6.503243	7.075594	6.251056	6.201603	6.863106	6.652992	7.08172	6.486745	6.117678	6.359369	6.643057	6.643999	6.597571	6.330783	6.794362	6.402283	6.331275	6.340127	6.285318	6.707637	6.297514	6.37589	6.368259	6.474323	6.23051	6.023206	6.406458	6.582313	6.505416	6.706291	6.710688	6.408187	6.144612	6.383545	6.620289	5.979634	6.416097	6.609395	6.681781	6.309095	6.336246	6.200099	6.778467	6.841939	5.655181	6.494926	6.722012	6.147295	6.470874	6.729035	6.296387	6.657668	6.47372	6.448535	6.543918	6.570064	6.350337	6.54621	6.419846	6.155596	6.22138	6.197217
"211184_s_at"	5.438063	5.459451	5.177043	5.244576	5.57602	5.916735	5.285226	5.144972	5.186182	5.273337	5.720919	5.137985	5.473565	5.49397	5.417092	4.979037	5.505373	5.041673	5.309233	5.343732	5.142569	5.635617	5.13489	5.176621	5.656603	5.250875	5.24876	5.293365	5.205334	5.376635	5.640533	5.266235	5.205182	5.473458	5.406879	5.655467	5.427188	5.219022	5.076915	5.318492	5.270646	5.571313	5.032403	5.512662	5.273778	5.321485	5.308674	5.663522	4.890468	4.966297	5.761043	5.146034	5.844984	5.353555	5.114733	6.796731	5.346425	5.31301	5.112391	5.290834	5.230398	5.107459	5.075733	5.040964	5.115327	5.187045	5.49694	5.384121	5.12019	5.384443	4.992092	5.356217	5.57556	5.064992	5.042787	5.35315	5.076814	4.906186	5.275014	5.157664	5.285966	5.152562	5.547604	5.132699	5.193877	5.294033	5.230495	5.27213	5.131922	5.321445	4.954321
"211185_s_at"	9.026734	8.910469	8.945502	9.276961	8.821386	7.552897	8.230811	8.58392	8.998749	9.441656	8.624257	9.465652	9.250899	8.860343	9.035521	9.158705	9.351848	9.339637	9.019879	8.586822	8.844363	7.505584	9.174289	8.893787	8.663951	8.243288	9.352584	8.466995	8.98631	10.3569	8.163482	8.141144	8.964312	8.501239	8.727502	8.958865	8.904296	8.869875	9.539648	9.467643	8.968513	9.484652	8.911201	8.971878	8.762099	9.302498	9.247491	9.501827	8.965568	9.443163	8.965131	8.615075	9.110279	8.909557	8.775613	9.366897	8.946471	8.193953	8.27969	8.779947	8.970358	9.191469	8.922378	9.197911	8.465614	9.334621	6.789856	8.858267	8.582222	7.968548	8.784498	8.694062	8.29122	8.804722	8.682015	8.690313	8.816564	9.152674	8.683391	8.759883	8.692232	8.328677	8.208557	8.262892	9.071016	9.01938	8.756791	8.538228	9.700025	8.648139	8.681724
"211186_s_at"	5.359297	5.566123	5.375779	5.649026	5.640574	5.553098	5.49031	5.367615	5.482927	5.613547	5.696006	5.597642	5.564707	5.521663	5.699613	5.248053	5.697411	5.406308	5.590213	5.787637	5.384503	5.979074	5.324587	5.451289	6.262973	5.49676	5.691691	5.652153	5.683258	5.75731	5.856168	5.358835	5.246817	5.727129	5.462276	5.671395	5.476057	5.468177	5.096744	5.420153	5.381121	5.439941	5.26982	5.559128	5.414431	5.077845	5.686158	5.69677	5.281723	5.543088	5.645739	5.400138	5.478897	5.358356	5.165825	5.430393	5.40647	5.426529	5.091264	5.183512	5.429561	5.313805	5.402679	5.085846	5.252917	5.324162	6.108605	5.466305	5.242552	5.255683	5.011681	5.460392	5.795275	5.155032	5.380009	5.471588	5.398073	5.437319	5.447395	5.266887	5.176384	5.539077	5.407986	5.556936	5.546834	5.505566	5.390736	5.613595	5.347796	5.451744	5.032062
"211187_at"	3.174031	3.279596	3.1534	3.15504	3.208158	3.427923	3.236408	3.065401	3.159336	3.212373	3.383674	3.251721	3.421714	3.267461	3.155607	3.158269	3.321896	3.282605	3.241026	3.194413	3.245029	3.571822	3.220102	3.183015	3.608145	3.186426	3.341112	3.246402	3.290424	3.226317	3.290399	3.181906	3.207849	3.209647	3.210245	3.226938	3.253163	3.244248	3.260729	3.267176	3.166522	3.279936	3.122088	3.107585	3.14868	3.213785	3.273804	3.177629	3.145797	3.169491	3.304696	3.12803	3.221773	3.225794	3.219202	3.235341	3.184247	3.120956	3.545096	3.161142	3.156446	3.221947	3.09589	3.068701	3.188636	3.150799	3.32333	3.267203	3.220225	3.216096	3.170676	3.230845	3.549301	3.171642	3.414535	3.214705	3.219095	3.240351	3.12992	3.126673	3.193691	3.161304	3.164024	3.194199	3.199433	3.225861	3.221947	3.414503	3.165321	3.172207	3.101172
"211188_at"	5.550024	5.593527	5.537355	5.477125	5.499024	6.021901	5.583561	5.410476	5.593527	5.99099	6.020912	5.525915	5.724491	5.846223	5.37727	5.560557	5.659843	5.355714	5.724718	5.830948	5.807133	6.020623	5.467112	5.38684	6.17284	5.811127	5.892931	6.040607	5.626692	5.745947	5.808842	5.787314	5.502366	5.810467	5.593527	6.003391	5.496203	5.423854	5.642778	5.516052	5.593527	5.676042	5.365138	5.902577	5.749545	5.699596	5.905011	5.739498	5.581129	5.381815	5.71551	5.54764	5.455419	5.722159	5.460167	5.589389	5.531443	5.632971	5.416673	5.285261	5.376023	5.517787	5.284012	5.520414	5.471243	5.403428	6.047002	5.789731	5.410876	5.56254	5.122973	5.717926	5.696108	5.406037	5.976086	5.526277	5.582169	5.532318	5.594263	5.536718	5.659956	5.813961	5.798013	5.689066	5.268637	5.638533	5.641773	5.618954	5.184156	5.598163	5.083937
"211189_x_at"	6.88472	6.614467	6.224195	6.06753	6.628943	6.771771	6.592988	6.081047	6.211534	6.574246	7.014877	6.325104	6.449714	6.661729	6.89345	6.250342	6.644936	6.268986	6.528578	6.361158	6.564726	6.891064	6.376139	6.360201	6.832657	6.49447	6.403715	6.385482	6.651073	6.719268	6.661638	7.051013	6.117288	6.646569	6.67726	7.234415	6.733084	6.566558	6.475057	6.190202	6.020908	6.873745	6.902288	6.580837	6.433271	6.004322	6.38859	6.849401	6.470236	6.385874	6.780006	6.802523	6.914127	6.592854	5.879518	6.491136	6.483631	6.20682	6.487469	6.43045	6.222055	6.010669	5.981987	6.158427	6.789998	6.164463	7.009035	6.420813	6.056319	6.398733	5.984492	6.666822	6.593148	6.316312	6.455156	6.429504	6.731248	6.350736	6.318913	6.593628	6.171117	6.345666	6.961295	6.326842	6.346038	6.448474	6.428893	6.966375	6.0087	6.307277	6.177765
"211190_x_at"	6.303171	6.113932	5.613399	5.461422	5.810026	6.066018	5.551917	5.295097	5.202586	5.680454	6.104535	5.703858	5.720958	5.775998	6.095665	5.322801	5.80967	5.599534	5.555969	5.771591	5.84847	6.017957	5.806385	5.777696	5.892877	5.564021	5.692958	5.606357	5.529422	5.954218	5.984787	6.293386	5.462981	6.154835	5.939903	6.506238	6.033805	5.774271	5.642403	5.314519	5.565818	5.642384	6.20926	5.594075	5.621357	5.433674	5.725739	5.727636	5.732066	5.672496	5.917856	6.199962	5.994765	5.907245	5.298835	5.56436	5.952154	5.261423	5.616814	5.941014	5.645081	5.207242	5.339817	5.213025	6.114522	5.85439	6.280637	5.935742	5.201709	5.81417	5.285625	6.01516	5.723003	5.595902	5.610442	5.597005	5.819383	5.571015	5.396573	6.019145	5.433713	5.432874	6.46363	5.612975	5.825132	5.295559	5.575937	6.101237	5.381967	5.486288	5.512301
"211191_at"	4.661934	4.340131	4.375382	4.404878	4.427454	4.719665	4.523049	4.217886	4.36942	4.479584	4.5535	4.536372	4.532356	4.796545	4.514947	4.298123	4.627597	4.338233	4.474742	4.385311	4.489385	4.923657	4.316055	4.244912	4.809937	4.529306	4.589543	4.444631	4.634768	4.516177	4.782218	4.777079	4.535294	4.522657	4.83597	4.736181	4.855209	4.377449	4.530438	4.522657	4.201783	4.609761	4.577906	4.581082	4.60213	4.540266	4.681425	4.49828	4.431693	4.41716	4.684997	4.595223	4.798723	4.677034	4.319788	4.337567	4.542535	4.602421	4.608108	4.588749	4.557733	4.188397	4.406545	4.420842	4.496813	4.660242	5.081012	4.554058	4.464841	4.625044	4.140041	4.776278	4.513858	4.390683	4.64656	4.487541	4.653925	4.307234	4.522577	4.558349	4.644926	4.599319	4.568239	4.526643	4.631384	4.847993	4.714066	4.50666	4.517542	4.665456	4.317615
"211192_s_at"	5.476861	4.636425	4.563559	4.153226	4.711382	5.170185	4.48466	4.19092	4.034218	4.379906	4.954412	4.720504	4.570188	4.704257	5.016974	4.385198	4.472066	4.479791	4.366174	4.632474	4.749379	5.03564	5.239216	5.135422	4.829018	4.663567	4.34392	4.610231	4.376976	4.482565	4.405617	5.265066	4.45291	5.65301	4.782509	5.763286	4.680911	5.03344	4.608744	4.356329	4.617035	4.709655	5.84717	4.533571	4.142736	4.205555	4.495375	5.068885	4.697216	4.542969	4.923971	4.672962	5.047108	4.926253	4.515643	4.569464	4.711382	4.350311	4.701781	5.013552	4.550814	4.442782	4.979111	4.192885	5.35122	4.745413	4.862678	4.827927	4.267345	4.784946	4.307324	5.542602	4.591715	4.794748	5.035757	4.94557	4.74453	4.500594	4.518112	6.18863	4.448216	4.547406	6.759448	4.704289	5.375497	4.737889	4.46324	5.59272	4.623139	4.692784	4.898169
"211193_at"	4.561694	4.658793	4.495957	4.566498	4.588037	4.993465	4.625354	4.465347	4.511742	4.897425	5.189897	4.510661	4.69966	5.045077	4.550161	4.531061	4.91493	4.332952	4.685159	4.743958	4.540219	4.951433	4.558455	4.378556	5.453408	4.738407	4.79478	4.840029	4.624431	4.766934	5.300593	4.816655	4.398053	4.824073	4.793595	5.156144	4.560995	4.671619	4.668838	4.443614	4.485771	4.497942	4.487899	4.667531	4.675695	4.408132	4.556925	4.719216	4.28917	4.416578	4.915631	4.633967	4.685017	4.65632	4.398972	4.490983	4.475464	4.638887	4.568524	4.663671	4.391925	4.404669	4.384109	3.992445	4.411024	4.731955	5.234408	4.695745	4.52372	4.630156	4.493942	4.742566	4.854446	4.431647	4.749239	4.43971	4.851088	4.466549	4.652996	4.580775	4.439363	4.483938	4.328333	4.550443	4.661884	4.456416	4.508227	4.560329	4.563315	4.723552	4.205817
"211194_s_at"	4.042194	4.381908	4.006262	4.282719	4.295506	4.38179	4.35056	3.850741	3.926328	4.208874	4.834462	4.338671	4.26549	4.149418	4.334311	4.070635	4.254332	3.94667	4.342695	4.341445	4.131846	4.788042	4.105768	4.020181	4.301588	3.959425	4.422025	4.350159	4.055644	4.133258	4.13771	4.028841	3.879783	4.251998	4.422331	4.318451	4.079164	4.044608	3.906151	4.160545	4.110605	3.991832	4.066603	4.405858	4.003963	4.198183	4.198469	4.374826	4.010302	4.170953	4.18954	4.161899	4.306597	4.287123	4.055652	4.039954	4.131826	4.129425	4.073658	4.145286	4.020303	4.203628	4.048019	3.955581	4.036293	4.053042	4.287193	4.286263	4.137607	4.075216	4.002434	4.10177	4.453877	3.847383	4.126737	4.139097	3.968881	4.248994	4.152242	3.895948	4.159927	4.101066	4.205064	4.156809	4.202627	4.121593	3.979284	4.186719	4.057891	4.16175	3.963404
"211195_s_at"	5.967498	6.21098	5.852797	5.750844	6.150455	6.70302	5.960424	5.603354	5.840474	6.008557	6.512165	5.813389	5.928016	6.059876	6.348977	5.783465	6.207917	5.467882	5.882147	6.029777	5.9362	6.609303	5.851202	5.67955	6.557126	5.944563	6.310078	6.214937	5.847136	5.999488	6.216177	6.158927	5.545382	6.181361	6.425012	5.981268	6.165264	6.043954	5.662661	5.985581	5.865943	5.938252	5.883956	5.879574	5.712346	5.827344	5.812616	5.842385	5.46117	5.774218	6.298192	5.986184	6.018973	5.738774	5.634752	5.938301	5.797685	6.064931	5.891976	5.946078	5.821664	5.799077	5.583795	5.602575	5.696559	6.0728	6.287022	6.04991	5.831239	5.839617	5.833883	6.14895	6.033303	5.604543	5.927158	5.855704	5.882516	5.486504	5.922322	5.59896	5.771138	5.806002	5.941008	5.78723	5.752396	5.775185	5.35798	5.829138	5.467071	5.789489	5.540609
"211196_at"	4.308559	4.13851	4.075088	4.117175	4.497064	4.818146	4.381506	4.235976	3.842569	4.247886	4.668185	4.326322	4.454003	4.534262	4.272325	4.218458	4.258002	4.092093	4.321548	4.32678	4.403277	4.277287	4.218983	3.933774	4.720265	4.300967	4.294262	4.236401	4.291927	4.349867	4.511359	4.310472	4.046019	4.174091	4.417036	4.24229	4.310596	4.340107	4.298847	4.154674	4.11509	4.096355	4.127152	4.172893	4.277633	4.193026	4.116917	4.396901	3.979824	4.148798	4.696382	4.44389	4.281764	4.209119	4.093447	4.149191	4.153967	3.975139	4.312539	4.219202	3.964536	3.931936	3.933733	4.054586	4.103016	4.215426	4.891651	4.208532	4.040448	4.588846	4.014898	4.346965	4.735592	4.096832	4.268857	4.074377	4.237223	4.051996	4.060585	3.906752	4.329238	4.122366	4.59094	4.409757	4.20943	4.245225	4.096532	4.090483	4.161908	4.620176	3.993877
"211197_s_at"	5.029253	5.373349	5.108156	5.370985	5.338554	5.544107	5.079828	5.114134	5.038334	5.600212	5.848257	5.457886	5.635151	5.409854	5.192336	5.359588	5.609955	5.037879	5.34525	5.615115	5.290736	5.89405	5.23363	5.200922	5.652734	5.857689	5.397406	5.451894	5.403006	5.539803	5.585209	5.542427	5.300656	5.428797	5.526708	5.637351	5.286957	5.512826	5.154799	5.311723	5.414084	5.359588	5.05143	5.460526	5.660125	5.42512	5.215423	4.90578	5.328174	5.290607	4.990863	5.063332	5.836772	5.371696	5.353364	5.515371	5.392812	5.576216	5.12455	5.367086	5.409566	5.373792	5.680785	5.056871	5.174329	5.394973	5.788707	5.355609	5.444096	5.058008	5.291949	5.359588	5.175545	5.247728	5.122454	5.424352	5.164081	5.371965	5.649842	5.094021	5.53658	5.516002	5.399382	5.583907	5.410554	5.158075	5.359588	5.709019	5.069115	5.359588	4.837226
"211198_s_at"	5.833096	5.977435	5.908095	5.855003	5.91244	6.354509	5.86024	5.904388	6.081531	5.778439	6.173019	5.837363	6.036525	6.125802	5.949745	5.738503	5.920841	5.878568	5.802536	5.990178	6.039378	6.261299	5.787914	6.025473	6.457097	6.344055	5.974838	6.06243	5.668886	6.093927	6.12855	6.279872	5.733548	6.298987	6.09743	6.173205	5.932262	5.991201	5.984668	5.946193	5.797604	6.08326	6.050359	5.974975	6.025376	6.169452	5.905444	6.137298	6.094235	5.64883	6.13412	5.880759	6.15545	5.879313	5.707174	6.11109	6.041609	5.833768	5.995806	6.196626	6.107222	5.846468	5.959194	5.878905	6.05628	5.9392	6.467574	6.166722	6.029362	6.194053	5.629403	6.168152	6.156738	5.798149	5.539389	5.931986	5.965617	5.820933	6.082868	5.955636	6.347143	5.723835	6.267179	5.97867	6.206825	5.8486	5.974975	6.365939	5.712566	5.806046	5.669715
"211199_s_at"	4.506025	4.323592	4.424177	4.187668	4.529085	4.742257	4.166915	4.283969	4.350987	4.132714	4.373539	4.326941	4.392884	4.484562	4.552998	4.110758	4.465695	4.188332	4.139458	4.353562	4.321365	4.377026	4.256174	4.369317	4.366366	4.655593	4.39965	4.26617	4.389593	4.208557	4.326991	4.19894	4.263388	4.252801	4.34668	4.364957	4.723227	4.285389	4.140936	4.097874	4.400914	4.442963	4.200955	4.411471	4.460208	4.35668	4.263364	4.210672	4.315799	4.228107	4.311099	4.369775	4.62029	4.451255	3.906748	4.266351	4.192841	4.366182	4.253309	4.25464	4.361898	4.373605	4.275688	4.219601	4.388951	4.338248	4.656303	4.293076	4.20779	4.291581	4.180464	4.461599	4.204712	4.101233	4.35161	4.450962	4.505027	4.161955	4.538515	4.487025	4.577616	4.548877	4.545988	4.249973	4.281208	4.544218	4.444588	4.565172	4.385875	4.271731	4.241387
"211200_s_at"	3.637551	3.573675	3.694423	3.61749	3.95583	3.698211	3.640309	4.052016	3.676522	3.508304	3.597299	3.59859	3.565028	3.45054	3.630092	3.755235	3.647129	3.439964	3.896188	3.579948	3.676522	3.527979	3.400314	3.546223	3.592776	3.603438	3.679016	3.769	3.611016	3.6614	3.78031	3.726597	4.535173	3.547847	3.597762	3.735156	3.892407	3.728687	3.760944	4.134605	3.605097	3.891095	4.038164	3.614996	3.953683	3.673718	3.611805	3.443018	3.574725	3.709417	3.428745	3.965702	3.566473	3.63505	4.165152	3.85527	3.644876	3.701729	3.676522	4.002958	3.676522	3.710661	3.62617	3.703481	4.029713	3.619521	3.986794	3.452431	3.439277	3.571366	3.689539	3.503132	3.539016	3.873571	3.62889	3.677068	3.873056	3.713616	3.658195	3.875888	3.499751	3.646748	3.621719	3.573809	3.659207	3.78987	3.585352	3.575421	3.516571	3.99418	4.149806
"211201_at"	4.136948	4.466656	4.219821	4.192771	4.424743	4.476575	4.591604	4.149465	4.345223	4.472317	4.594291	4.490304	4.509378	4.417425	4.322225	4.206116	4.622114	4.113972	4.732838	4.49018	4.589966	5.367052	4.245196	4.150622	4.68673	4.523383	4.426993	4.561069	4.407793	4.490462	4.791486	4.228705	4.338465	4.431121	4.494899	4.621303	4.299849	4.166407	4.131357	4.36057	4.34396	4.240894	4.323122	4.682713	4.283457	4.291675	4.500726	4.24925	4.430792	4.229011	4.415151	4.196591	4.427679	4.433632	4.20697	4.246847	4.342925	4.330003	4.327958	4.292557	4.200999	4.171386	3.867644	4.158914	4.125034	4.190455	4.753377	4.620189	4.263467	4.157147	4.075593	4.429947	4.710699	4.138322	4.561954	4.3309	4.001879	4.34396	4.423033	3.9206	4.242062	4.639504	4.283113	4.49819	4.340479	4.379616	4.370255	4.376312	4.236413	4.24507	3.857674
"211202_s_at"	7.993564	7.872454	8.405972	7.657983	8.719143	7.660626	9.213365	8.504703	8.14625	8.357117	7.543412	8.97766	8.231372	8.017923	7.191544	8.543479	7.887795	8.145774	8.56765	7.933747	8.034792	8.013371	7.985059	8.049568	7.119054	8.542325	7.028356	8.182479	7.323354	7.498782	6.738973	6.826463	7.729512	7.153041	7.048498	6.847034	7.704034	7.085873	7.1538	8.349729	8.443524	8.528028	7.33191	8.101087	9.359706	7.151925	8.074963	7.503726	7.621832	7.403957	6.750237	8.567705	6.96823	7.200974	7.596243	7.74561	8.763119	7.692313	8.079024	7.707433	7.926323	7.896309	7.535539	7.701983	7.418822	7.509052	7.21944	8.128661	8.366727	8.173075	7.985349	7.307478	7.717584	8.012126	7.809357	7.89638	7.991685	7.852835	7.156622	7.629492	7.636225	8.249449	5.812545	8.041861	7.64063	7.995887	8.452337	6.844654	7.843832	8.380156	8.567645
"211203_s_at"	6.041875	6.263605	5.842175	6.004947	5.998493	6.674332	6.087819	5.708708	5.824903	6.062363	6.11136	6.00313	6.002882	6.184085	6.14684	5.974712	6.383782	5.903874	6.620816	6.248172	6.05437	6.478704	5.934494	5.989268	6.503903	6.689064	6.319643	6.473658	6.201044	6.20766	6.410329	6.18593	5.916721	6.366251	6.213803	6.394406	6.189648	6.016711	5.939484	6.260461	5.970128	6.22898	6.223747	6.037401	6.121365	6.026578	6.097709	6.33632	5.916205	5.994237	6.183225	6.203841	6.17152	6.904583	5.644637	6.022846	6.044323	5.893646	5.862128	6.009523	6.283803	5.830658	6.001496	5.772307	6.151232	6.115804	6.532593	6.0753	5.815323	6.099612	5.839569	5.990361	6.385232	5.757031	6.1037	5.99595	5.993184	5.758808	5.982069	5.798066	6.296265	6.108077	6.153186	6.03472	6.011921	6.303179	6.084763	6.260811	5.799101	6.037178	5.698661
"211204_at"	5.089543	5.173408	4.990909	4.880712	5.149874	5.672687	5.068211	4.871211	4.896178	5.294683	5.377959	5.043279	5.255489	5.373872	5.149133	5.068747	5.091574	4.923782	5.206939	5.247827	5.122119	5.200413	5.1492	5.01475	5.449392	5.188171	5.238646	5.047011	5.200654	5.214526	5.577778	5.14115	5.062875	5.264134	5.174473	5.302183	5.177259	5.115021	5.012902	5.147434	5.098697	5.175064	4.967038	5.192576	5.027044	5.028469	5.188882	5.091097	4.991611	5.000032	5.305111	5.116279	5.106131	5.116279	4.849217	5.357498	5.124369	5.151769	4.976781	5.01446	5.008562	4.966806	4.911445	5.113449	5.308841	5.005186	5.514012	5.176202	5.061872	5.071477	4.922391	5.082671	5.330193	4.817692	5.228992	5.095381	5.013069	5.093106	5.156676	4.872368	5.042012	5.173355	5.249541	5.143491	5.0283	5.14989	5.122837	5.169619	4.963764	4.945678	5.027985
"211205_x_at"	6.157422	6.328393	6.706659	6.51776	6.622733	6.99517	6.541415	6.124992	6.190737	6.511002	6.572152	6.606549	6.116763	6.470156	6.079671	6.251854	6.44775	6.587261	6.808049	6.715983	6.8497	6.27005	6.187449	6.51776	6.330223	6.317816	6.613472	6.510339	6.734245	6.645776	6.589048	6.249996	6.324173	6.386016	6.633743	6.502526	6.409693	6.330003	6.627442	6.3256	6.960918	6.694586	6.237881	6.790221	8.063678	6.51776	6.866668	6.189885	6.634487	6.264878	6.812153	6.732463	6.951175	6.412576	5.729594	6.659722	6.439885	7.125815	6.405839	6.47183	6.639297	6.345867	6.723149	6.332534	6.52002	6.085391	6.601993	6.855612	6.128022	6.470995	6.708314	6.22793	6.461922	6.297276	6.444572	6.319445	6.126497	6.482497	6.218289	5.707238	6.460912	6.010542	6.5228	6.778347	6.797607	6.694497	6.631962	6.343777	5.828775	5.928694	7.327107
"211207_s_at"	3.450631	3.499827	3.418569	3.389842	3.434497	3.496518	3.553241	3.480254	3.448375	3.615128	3.586598	3.607161	3.572022	3.586681	3.51128	3.372522	3.53863	3.509829	3.493546	3.534086	3.443139	3.873458	3.554301	3.311106	3.768255	3.576563	3.650208	3.679679	3.614794	3.399683	3.700367	3.630575	3.487626	3.526468	3.954023	3.800139	3.718445	3.51698	3.410772	3.574717	3.547622	3.470279	3.62993	3.489071	3.355176	3.545206	3.519719	3.493123	3.500199	3.445642	3.824667	3.419663	3.435815	3.531535	3.54787	3.645455	3.670286	3.577704	3.411958	3.525411	3.460719	3.288354	5.870301	3.462451	3.642092	3.359183	3.664793	3.558727	3.416647	3.611113	3.418927	3.585186	3.535242	3.388792	3.549096	3.450639	3.69755	3.441121	3.378608	3.574569	4.670563	3.339668	3.48055	3.484538	3.644657	3.509324	3.583478	3.529437	3.50952	3.664622	3.483535
"211208_s_at"	7.267995	7.473115	7.310019	7.278179	7.146555	6.686714	7.971366	7.633426	6.804536	7.706643	6.371203	7.666416	8.072674	7.588813	6.205534	8.138849	6.956451	6.936373	6.958915	8.947566	7.327321	6.996863	7.009382	7.343617	6.825326	7.476005	8.047416	7.741185	6.836122	8.704626	7.197061	6.402097	7.316209	6.837233	6.662708	6.485798	7.16347	7.148974	7.58521	7.612506	7.984488	6.413537	7.290997	7.813512	8.065049	7.954449	7.448016	7.100948	7.689311	7.386296	7.215524	6.862748	7.570548	7.300365	8.119385	7.769324	8.131689	7.677553	7.835817	6.961385	7.320359	7.650549	8.528987	7.138912	6.973981	7.562474	7.004322	7.610733	7.236007	7.193035	7.570052	6.449484	7.390482	6.744371	7.20271	8.117559	7.132243	7.436982	8.727467	7.141675	8.102728	8.049497	6.281517	7.311037	6.983604	7.629565	7.154435	7.078445	7.739526	7.694527	7.40878
"211209_x_at"	5.373858	5.108719	4.918608	5.154836	4.897763	5.31591	5.28989	4.846246	5.099436	5.079933	5.122095	5.217357	5.034172	5.390282	5.796159	4.834526	5.094938	5.053705	5.047072	5.18286	5.095918	5.808526	5.267859	4.949799	5.336868	5.038623	5.141005	5.047736	5.108514	5.326496	5.139784	5.317669	5.199357	5.989357	5.494678	5.576815	5.106884	5.029786	5.275226	4.929409	5.134994	5.169625	5.53924	5.027191	5.153366	5.514734	5.049579	5.35601	5.314411	4.920968	5.842918	5.310407	5.400414	5.485337	5.010412	5.215967	5.155007	5.086688	5.084515	5.414946	5.309409	5.099172	5.058096	5.012375	5.757015	5.264579	5.733648	5.251124	5.07045	5.381461	5.017671	6.064865	5.114105	4.894187	4.970054	5.283916	5.373798	5.338318	5.194369	5.889497	5.471999	5.199773	5.91745	5.338252	5.545331	5.507869	5.002573	5.666932	4.879924	5.276486	5.030392
"211210_x_at"	5.426994	5.558373	5.107044	5.412685	5.386448	5.646459	5.476954	5.286954	5.545544	5.353345	5.506589	5.412731	5.327069	5.421619	6.290056	5.085377	5.522881	5.51378	5.279067	5.53709	5.410955	5.875428	5.359376	5.134534	5.827791	5.50462	5.466556	5.412108	5.437854	5.417469	5.528806	5.45506	5.451269	6.460195	5.587855	6.003208	5.541602	5.241804	5.27865	5.202843	5.421619	5.426507	5.839519	5.376931	5.212522	5.827344	5.232113	5.599903	5.382542	5.07057	5.988541	5.326778	5.679248	5.442195	5.38338	5.276857	5.312384	5.173463	5.261741	5.547867	5.603231	5.106523	5.313759	5.356652	6.083075	5.536964	5.663442	5.392916	5.347144	5.81973	5.343755	6.590077	5.322273	4.97466	5.372355	5.603952	5.659026	5.509424	5.293535	6.181869	5.376385	5.334199	5.818535	5.593574	5.569824	5.732049	5.065144	6.066128	5.214563	5.188462	5.36073
"211211_x_at"	4.798378	4.929702	4.497076	4.543679	4.776856	4.900215	4.8923	4.479862	4.606646	4.894764	4.929551	4.717434	4.824147	4.846763	5.278283	4.545801	4.499638	4.666334	4.604701	4.883747	4.494068	5.122184	4.732245	4.55924	5.208185	5.032252	4.679405	4.775296	4.7167	4.674593	5.131857	4.648871	4.452357	5.805432	5.033278	5.319586	4.7452	4.621299	4.630069	4.812077	4.902656	4.827835	5.096488	4.644922	4.433221	4.926385	4.693033	4.849557	4.738532	4.454972	4.898571	4.713879	4.889887	4.677094	4.657876	4.845283	4.860132	4.493164	4.716585	4.929085	4.853108	4.67387	4.711825	4.708107	5.180233	4.957861	5.20504	4.375215	4.742813	4.987714	4.593047	5.277521	4.632992	4.472269	4.7618	4.971536	4.839921	4.812484	4.668729	5.545527	4.909581	4.679745	5.025697	4.795303	5.204174	4.922587	4.623483	5.21937	4.739083	4.903019	4.714037
"211212_s_at"	3.851655	3.963203	4.270144	4.014574	4.061262	4.08009	4.109302	4.008932	4.190826	3.789032	3.987815	3.990459	4.036906	3.940011	3.987556	4.314402	4.021002	4.129485	3.944418	3.831167	3.99728	4.080304	3.963332	3.982828	3.758723	4.095304	3.979812	3.826351	4.212024	4.114074	3.987957	3.960782	3.867521	3.854097	3.894722	3.908821	3.859454	3.856014	4.160422	4.12538	3.965989	4.177157	3.93035	4.074917	4.844784	4.295526	3.737536	3.883326	4.141767	3.863088	3.957721	4.078401	3.938453	3.770634	3.944264	4.079362	4.095302	3.811547	4.109059	3.965923	4.077843	4.201262	3.836328	4.13714	4.142078	3.851863	3.689538	4.05909	3.914421	3.913996	3.865421	3.876872	3.895972	3.881049	3.70564	4.136269	3.949327	4.141457	4.209679	3.863822	4.351952	3.875352	3.819525	4.022923	4.121206	3.924021	4.150556	4.024101	4.091067	3.774651	4.066035
"211213_at"	3.039833	3.07774	2.999771	3.050015	3.081355	3.201149	3.013706	3.048697	2.997933	2.99701	3.157209	3.003939	3.066613	2.992762	3.119145	2.931172	3.08224	3.025544	3.092146	3.101788	2.952258	3.143981	3.03061	3.022779	3.155488	3.077219	3.060913	3.020938	3.080842	3.029151	3.194918	2.988772	3.025492	3.094658	3.010237	3.059424	2.976887	3.002054	2.976295	3.054174	2.998638	2.951061	2.963938	3.014073	3.054914	2.983285	3.040054	3.070269	2.969798	3.053508	3.05774	3.037773	3.118505	2.989358	3.283615	2.977731	3.045341	3.044845	3.384868	2.948408	3.0167	2.995727	2.96538	2.984243	3.001468	2.99725	3.131822	3.118098	3.066779	2.951041	2.884657	2.98477	3.285793	3.018078	3.095994	3.04511	3.049458	3.03334	3.018078	3.028656	2.955764	3.032503	3.016885	3.004656	2.953574	3.023715	3.093081	2.994489	2.978393	2.905074	3.028231
